incident_id,latitude,longitude,incident_type,date,time_of_day,city,barangay,description
310,14.624538,121.060432,Animal Cruelty,2026-02-11,12:00,Quezon City,Cubao,Low; Real News (Simulated)
311,14.688231,121.091842,Animal Cruelty,2026-02-11,12:00,Quezon City,Batasan Hills,Low; Real News (Scraped)
312,14.678879,121.050076,House Robbery,2026-02-10,12:00,Quezon City,Commonwealth,Medium; Real News (Simulated)
313,14.56897,120.991282,Physical Injury / Brawl,2026-02-10,12:00,Manila,Malate,High; Statistical Hotspot
314,14.704016,121.077001,Theft (Pickpocketing),2026-02-10,12:00,Quezon City,Fairview,Medium; Statistical Hotspot
315,14.632288,121.034953,Animal Cruelty,2026-02-10,12:00,Quezon City,Kamuning,Low; Real News (Simulated)
316,14.60627,120.996978,Theft,2026-02-09,12:00,Manila,Sampaloc,Medium; Statistical Hotspot
317,14.642766,121.054525,Vehicular Crash,2026-02-09,12:00,Quezon City,Diliman,High; Statistical Hotspot
318,14.58418,121.00024,Theft,2026-02-09,12:00,Manila,Paco,Medium; Statistical Hotspot
319,14.703077,121.079763,Theft (Pickpocketing),2026-02-09,12:00,Quezon City,Fairview,Medium; Statistical Hotspot
320,14.636844,121.032128,Armed Siege / Trespassing,2026-02-09,12:00,Quezon City,Kamuning,High; Real News (Simulated)
321,14.621298,121.056561,Animal Cruelty,2026-02-09,12:00,Quezon City,Cubao,Low; Real News (Simulated)
322,14.599226,120.989827,Smuggling (P102M Shabu),2026-02-08,12:00,Manila,Quiapo,High; Real News (Simulated)
323,14.611395,120.994649,Snatching,2026-02-08,12:00,Manila,Sampaloc,Medium; Statistical Hotspot
324,14.608583,121.004247,Physical Injury / Brawl,2026-02-08,12:00,Manila,Sampaloc,High; Statistical Hotspot
325,14.580119,120.984991,Snatching,2026-02-08,12:00,Manila,Ermita,Medium; Statistical Hotspot
326,14.598955,120.986926,Theft,2026-02-08,12:00,Manila,Quiapo,Medium; Statistical Hotspot
327,14.703392,121.079854,Theft (Pickpocketing),2026-02-08,12:00,Quezon City,Fairview,Medium; Statistical Hotspot
328,14.691699,121.093014,Theft (Pickpocketing),2026-02-08,12:00,Quezon City,Batasan Hills,Medium; Statistical Hotspot
329,14.602176,120.985311,Robbery / Extortion,2026-02-07,12:00,Manila,Quiapo,High; Real News (Simulated)
330,14.595109,120.991076,Physical Injury / Brawl,2026-02-06,12:00,Manila,Quiapo,High; Statistical Hotspot
331,14.616353,121.054417,Vehicular Crash,2026-02-04,12:00,Quezon City,Cubao,High; Statistical Hotspot
332,14.565327,120.995645,Theft,2026-02-04,12:00,Manila,Malate,Medium; Statistical Hotspot
333,14.717748,121.042936,Armed Siege / Trespassing,2026-02-04,12:00,Quezon City,Novaliches,High; Real News (Simulated)
334,14.599453,120.983727,Smuggling (P102M Shabu),2026-02-04,12:00,Manila,Quiapo,High; Real News (Scraped)
335,14.571811,120.990429,Physical Injury / Brawl,2026-02-04,12:00,Manila,Malate,High; Statistical Hotspot
336,14.596865,120.989139,Theft,2026-02-04,12:00,Manila,Quiapo,Medium; Statistical Hotspot
337,14.621997,120.968169,Smuggling (P102M Shabu),2026-02-03,12:00,Manila,Tondo,High; Real News (Simulated)
338,14.604336,120.972952,Snatching,2026-02-03,12:00,Manila,Binondo,Medium; Statistical Hotspot
339,14.620124,121.052283,Armed Siege / Trespassing,2026-02-03,12:00,Quezon City,Cubao,High; Real News (Simulated)
340,14.571811,120.990021,Theft,2026-02-03,12:00,Manila,Malate,Medium; Statistical Hotspot
341,14.654783,121.034103,Theft (Pickpocketing),2026-02-02,12:00,Quezon City,Project 6,Medium; Statistical Hotspot
342,14.721312,121.04244,Animal Cruelty,2026-02-01,12:00,Quezon City,Novaliches,Low; Real News (Scraped)
343,14.710855,121.08654,Robbery (Jewelry Store),2026-01-31,12:00,Quezon City,Fairview,High; Real News (Simulated)
344,14.701568,121.081909,Animal Cruelty,2026-01-31,12:00,Quezon City,Fairview,Low; Real News (Simulated)
345,14.634199,121.036629,Drug Seizure (P142M Shabu),2026-01-31,12:00,Quezon City,Kamuning,High; Real News (Simulated)
346,14.598613,120.987659,Theft,2026-01-30,12:00,Manila,Quiapo,Medium; Statistical Hotspot
347,14.635686,121.033545,Theft (Pickpocketing),2026-01-29,12:00,Quezon City,Kamuning,Medium; Statistical Hotspot
348,14.572405,120.992278,Theft,2026-01-29,12:00,Manila,Malate,Medium; Statistical Hotspot
349,14.602935,120.977866,Snatching,2026-01-28,12:00,Manila,Binondo,Medium; Statistical Hotspot
350,14.579538,120.985535,Physical Injury / Brawl,2026-01-28,12:00,Manila,Ermita,High; Statistical Hotspot
351,14.579794,121.004896,Smuggling (P102M Shabu),2026-01-28,12:00,Manila,Paco,High; Real News (Simulated)
352,14.686482,121.096577,Theft (Pickpocketing),2026-01-27,12:00,Quezon City,Batasan Hills,Medium; Statistical Hotspot
353,14.617783,120.981993,Robbery / Extortion,2026-01-26,12:00,Manila,Sta. Cruz,High; Real News (Simulated)
354,14.705617,121.083838,Theft (Pickpocketing),2026-01-26,12:00,Quezon City,Fairview,Medium; Statistical Hotspot
355,14.649414,121.055165,Armed Siege / Trespassing,2026-01-25,12:00,Quezon City,Diliman,High; Real News (Simulated)
356,14.602953,120.96712,Theft,2026-01-25,12:00,Manila,Binondo,Medium; Statistical Hotspot
357,14.606835,120.994899,Smuggling (P102M Shabu),2026-01-25,12:00,Manila,Sampaloc,High; Real News (Simulated)
358,14.67831,121.051489,Vehicular Crash,2026-01-24,12:00,Quezon City,Commonwealth,High; Statistical Hotspot
359,14.657107,121.035835,Animal Cruelty,2026-01-24,12:00,Quezon City,Project 6,Low; Real News (Simulated)
360,14.623167,121.0558,Armed Siege / Trespassing,2026-01-23,12:00,Quezon City,Cubao,High; Real News (Simulated)
361,14.651771,121.054343,Drug Seizure (P142M Shabu),2026-01-23,12:00,Quezon City,Diliman,High; Real News (Scraped)
362,14.614848,120.992401,Physical Injury / Brawl,2026-01-23,12:00,Manila,Sampaloc,High; Statistical Hotspot
363,14.719197,121.037834,Theft (Pickpocketing),2026-01-22,12:00,Quezon City,Novaliches,Medium; Statistical Hotspot
364,14.612591,120.99512,Theft,2026-01-21,12:00,Manila,Sampaloc,Medium; Statistical Hotspot
365,14.576793,120.998116,Physical Injury / Brawl,2026-01-21,12:00,Manila,Paco,High; Statistical Hotspot
366,14.704869,121.085725,Animal Cruelty,2026-01-21,12:00,Quezon City,Fairview,Low; Real News (Simulated)
367,14.578047,120.995159,Smuggling (P102M Shabu),2026-01-21,12:00,Manila,Paco,High; Real News (Simulated)
368,14.621463,120.972854,Smuggling (P102M Shabu),2026-01-21,12:00,Manila,Tondo,High; Real News (Simulated)
369,14.632732,121.032911,House Robbery,2026-01-21,12:00,Quezon City,Kamuning,Medium; Real News (Simulated)
370,14.616867,121.053624,Robbery (Jewelry Store),2026-01-20,12:00,Quezon City,Cubao,High; Real News (Scraped)
371,14.622226,120.973505,Robbery / Extortion,2026-01-20,12:00,Manila,Tondo,High; Real News (Simulated)
372,14.612766,120.984129,Smuggling (P102M Shabu),2026-01-20,12:00,Manila,Sta. Cruz,High; Real News (Scraped)
373,14.568931,120.994018,Snatching,2026-01-20,12:00,Manila,Malate,Medium; Statistical Hotspot
374,14.597947,120.984666,Snatching,2026-01-20,12:00,Manila,Quiapo,Medium; Statistical Hotspot
375,14.609393,120.995876,Physical Injury / Brawl,2026-01-20,12:00,Manila,Sampaloc,High; Statistical Hotspot
376,14.717752,121.03951,Animal Cruelty,2026-01-19,12:00,Quezon City,Novaliches,Low; Real News (Scraped)
377,14.573243,120.990955,Smuggling (P102M Shabu),2026-01-19,12:00,Manila,Malate,High; Real News (Simulated)
378,14.568583,120.990728,Snatching,2026-01-19,12:00,Manila,Malate,Medium; Statistical Hotspot
379,14.646533,121.053498,House Robbery,2026-01-19,12:00,Quezon City,Diliman,Medium; Real News (Simulated)
380,14.635384,121.029813,Armed Siege / Trespassing,2026-01-19,12:00,Quezon City,Kamuning,High; Real News (Simulated)
381,14.63296,121.038076,Vehicular Crash,2026-01-18,12:00,Quezon City,Kamuning,High; Statistical Hotspot
382,14.600204,120.974162,Smuggling (P102M Shabu),2026-01-18,12:00,Manila,Binondo,High; Real News (Simulated)
383,14.567199,120.996463,Snatching,2026-01-18,12:00,Manila,Malate,Medium; Statistical Hotspot
384,14.721236,121.040488,Drug Seizure (P142M Shabu),2026-01-18,12:00,Quezon City,Novaliches,High; Real News (Simulated)
385,14.65399,121.027406,Armed Siege / Trespassing,2026-01-18,12:00,Quezon City,Project 6,High; Real News (Simulated)
386,14.677261,121.052587,Drug Seizure (P142M Shabu),2026-01-18,12:00,Quezon City,Commonwealth,High; Real News (Scraped)
387,14.676271,121.048651,Vehicular Crash,2026-01-17,12:00,Quezon City,Commonwealth,High; Statistical Hotspot
388,14.607553,120.999358,Theft,2026-01-17,12:00,Manila,Sampaloc,Medium; Statistical Hotspot
389,14.654405,121.039666,Theft (Pickpocketing),2026-01-17,12:00,Quezon City,Project 6,Medium; Statistical Hotspot
390,14.599204,120.986116,Physical Injury / Brawl,2026-01-16,12:00,Manila,Quiapo,High; Statistical Hotspot
391,14.699128,121.077976,Vehicular Crash,2026-01-16,12:00,Quezon City,Fairview,High; Statistical Hotspot
392,14.615554,121.058587,Armed Siege / Trespassing,2026-01-16,12:00,Quezon City,Cubao,High; Real News (Simulated)
393,14.699789,121.085421,Armed Siege / Trespassing,2026-01-16,12:00,Quezon City,Fairview,High; Real News (Scraped)
394,14.632357,121.036421,Animal Cruelty,2026-01-15,12:00,Quezon City,Kamuning,Low; Real News (Scraped)
395,14.720027,121.040334,Drug Seizure (P142M Shabu),2026-01-15,12:00,Quezon City,Novaliches,High; Real News (Simulated)
396,14.615301,120.997726,Snatching,2026-01-14,12:00,Manila,Sampaloc,Medium; Statistical Hotspot
397,14.617467,120.964104,Snatching,2026-01-14,12:00,Manila,Tondo,Medium; Statistical Hotspot
398,14.585365,120.981213,Smuggling (P102M Shabu),2026-01-14,12:00,Manila,Ermita,High; Real News (Simulated)
399,14.600354,120.983766,Smuggling (P102M Shabu),2026-01-14,12:00,Manila,Quiapo,High; Real News (Scraped)
400,14.690762,121.097277,House Robbery,2026-01-14,12:00,Quezon City,Batasan Hills,Medium; Real News (Simulated)
401,14.686979,121.099942,Robbery (Jewelry Store),2026-01-14,12:00,Quezon City,Batasan Hills,High; Real News (Scraped)
402,14.681113,121.052405,Theft (Pickpocketing),2026-01-14,12:00,Quezon City,Commonwealth,Medium; Statistical Hotspot
403,14.627922,120.966622,Snatching,2026-01-13,12:00,Manila,Tondo,Medium; Statistical Hotspot
404,14.615613,121.050963,Animal Cruelty,2026-01-13,12:00,Quezon City,Cubao,Low; Real News (Scraped)
405,14.603175,120.968606,Robbery / Extortion,2026-01-13,12:00,Manila,Binondo,High; Real News (Simulated)
406,14.627395,120.971094,Snatching,2026-01-13,12:00,Manila,Tondo,Medium; Statistical Hotspot
407,14.686832,121.09491,Drug Seizure (P142M Shabu),2026-01-13,12:00,Quezon City,Batasan Hills,High; Real News (Simulated)
408,14.687008,121.091731,Theft (Pickpocketing),2026-01-12,12:00,Quezon City,Batasan Hills,Medium; Statistical Hotspot
409,14.677142,121.048612,Robbery (Jewelry Store),2026-01-12,12:00,Quezon City,Commonwealth,High; Real News (Simulated)
410,14.636828,121.036925,Vehicular Crash,2026-01-12,12:00,Quezon City,Kamuning,High; Statistical Hotspot
411,14.611855,120.9799,Physical Injury / Brawl,2026-01-11,12:00,Manila,Sta. Cruz,High; Statistical Hotspot
412,14.655424,121.035545,Theft (Pickpocketing),2026-01-11,12:00,Quezon City,Project 6,Medium; Statistical Hotspot
413,14.616035,121.055707,Theft (Pickpocketing),2026-01-11,12:00,Quezon City,Cubao,Medium; Statistical Hotspot
414,14.572465,120.992223,Snatching,2026-01-11,12:00,Manila,Malate,Medium; Statistical Hotspot
415,14.608548,120.995215,Snatching,2026-01-11,12:00,Manila,Sampaloc,Medium; Statistical Hotspot
416,14.657046,121.032501,Vehicular Crash,2026-01-10,12:00,Quezon City,Project 6,High; Statistical Hotspot
417,14.616165,120.980336,Robbery / Extortion,2026-01-10,12:00,Manila,Sta. Cruz,High; Real News (Simulated)
418,14.652429,121.02986,Animal Cruelty,2026-01-10,12:00,Quezon City,Project 6,Low; Real News (Simulated)
419,14.646674,121.057881,Animal Cruelty,2026-01-10,12:00,Quezon City,Diliman,Low; Real News (Simulated)
420,14.604532,120.973833,Physical Injury / Brawl,2026-01-10,12:00,Manila,Binondo,High; Statistical Hotspot
421,14.708034,121.085517,Robbery (Jewelry Store),2026-01-10,12:00,Quezon City,Fairview,High; Real News (Scraped)
422,14.617021,121.052533,Theft (Pickpocketing),2026-01-09,12:00,Quezon City,Cubao,Medium; Statistical Hotspot
423,14.687236,121.093632,Armed Siege / Trespassing,2026-01-08,12:00,Quezon City,Batasan Hills,High; Real News (Scraped)
424,14.678459,121.047629,House Robbery,2026-01-08,12:00,Quezon City,Commonwealth,Medium; Real News (Scraped)
425,14.700316,121.084791,Animal Cruelty,2026-01-08,12:00,Quezon City,Fairview,Low; Real News (Scraped)
426,14.613204,121.000033,Snatching,2026-01-08,12:00,Manila,Sampaloc,Medium; Statistical Hotspot
427,14.655751,121.035703,Vehicular Crash,2026-01-08,12:00,Quezon City,Project 6,High; Statistical Hotspot
428,14.6343,121.040962,Drug Seizure (P142M Shabu),2026-01-06,12:00,Quezon City,Kamuning,High; Real News (Scraped)
429,14.673312,121.045347,Animal Cruelty,2026-01-06,12:00,Quezon City,Commonwealth,Low; Real News (Simulated)
430,14.623506,120.972127,Robbery / Extortion,2026-01-05,12:00,Manila,Tondo,High; Real News (Simulated)
431,14.676527,121.047257,Theft (Pickpocketing),2026-01-05,12:00,Quezon City,Commonwealth,Medium; Statistical Hotspot
432,14.613299,121.05306,Drug Seizure (P142M Shabu),2026-01-05,12:00,Quezon City,Cubao,High; Real News (Simulated)
433,14.595681,120.985976,Smuggling (P102M Shabu),2026-01-05,12:00,Manila,Quiapo,High; Real News (Simulated)
434,14.622029,121.053808,Animal Cruelty,2026-01-04,12:00,Quezon City,Cubao,Low; Real News (Simulated)
435,14.695213,121.09013,Vehicular Crash,2026-01-04,12:00,Quezon City,Batasan Hills,High; Statistical Hotspot
436,14.65706,121.035087,Theft (Pickpocketing),2026-01-04,12:00,Quezon City,Project 6,Medium; Statistical Hotspot
437,14.612777,120.983643,Snatching,2026-01-04,12:00,Manila,Sta. Cruz,Medium; Statistical Hotspot
438,14.59634,120.982169,Physical Injury / Brawl,2026-01-03,12:00,Manila,Quiapo,High; Statistical Hotspot
439,14.58093,120.998579,Smuggling (P102M Shabu),2026-01-03,12:00,Manila,Paco,High; Real News (Simulated)
440,14.618069,121.051532,Theft (Pickpocketing),2026-01-02,12:00,Quezon City,Cubao,Medium; Statistical Hotspot
441,14.724689,121.041414,Vehicular Crash,2026-01-02,12:00,Quezon City,Novaliches,High; Statistical Hotspot
442,14.602624,120.983307,Theft,2026-01-02,12:00,Manila,Quiapo,Medium; Statistical Hotspot
443,14.656417,121.031442,Drug Seizure (P142M Shabu),2026-01-02,12:00,Quezon City,Project 6,High; Real News (Simulated)
444,14.616514,121.050498,Theft (Pickpocketing),2026-01-02,12:00,Quezon City,Cubao,Medium; Statistical Hotspot
445,14.655194,121.034324,Theft (Pickpocketing),2026-01-01,12:00,Quezon City,Project 6,Medium; Statistical Hotspot
446,14.647634,121.054822,House Robbery,2025-12-31,12:00,Quezon City,Diliman,Medium; Real News (Simulated)
447,14.615827,121.049939,Armed Siege / Trespassing,2025-12-31,12:00,Quezon City,Cubao,High; Real News (Simulated)
448,14.61569,120.984528,Smuggling (P102M Shabu),2025-12-30,12:00,Manila,Sta. Cruz,High; Real News (Simulated)
449,14.623118,120.970454,Robbery / Extortion,2025-12-29,12:00,Manila,Tondo,High; Real News (Simulated)
450,14.71654,121.036716,Vehicular Crash,2025-12-29,12:00,Quezon City,Novaliches,High; Statistical Hotspot
451,14.675078,121.043566,Vehicular Crash,2025-12-28,12:00,Quezon City,Commonwealth,High; Statistical Hotspot
452,14.676899,121.045684,Animal Cruelty,2025-12-27,12:00,Quezon City,Commonwealth,Low; Real News (Simulated)
453,14.616912,120.971896,Physical Injury / Brawl,2025-12-27,12:00,Manila,Tondo,High; Statistical Hotspot
454,14.609558,120.99245,Robbery / Extortion,2025-12-27,12:00,Manila,Sampaloc,High; Real News (Simulated)
455,14.575233,120.987635,Physical Injury / Brawl,2025-12-26,12:00,Manila,Ermita,High; Statistical Hotspot
456,14.61701,120.971069,Theft,2025-12-26,12:00,Manila,Tondo,Medium; Statistical Hotspot
457,14.725685,121.042968,House Robbery,2025-12-26,12:00,Quezon City,Novaliches,Medium; Real News (Simulated)
458,14.5729,120.9953,Smuggling (P102M Shabu),2025-12-26,12:00,Manila,Malate,High; Real News (Simulated)
459,14.627142,120.965553,Physical Injury / Brawl,2025-12-26,12:00,Manila,Tondo,High; Statistical Hotspot
460,14.596934,120.97592,Physical Injury / Brawl,2025-12-25,12:00,Manila,Binondo,High; Statistical Hotspot
461,14.621413,121.051622,Armed Siege / Trespassing,2025-12-25,12:00,Quezon City,Cubao,High; Real News (Simulated)
462,14.676921,121.046267,Drug Seizure (P142M Shabu),2025-12-25,12:00,Quezon City,Commonwealth,High; Real News (Simulated)
463,14.702593,121.082762,Animal Cruelty,2025-12-24,12:00,Quezon City,Fairview,Low; Real News (Simulated)
464,14.572245,120.98943,Robbery / Extortion,2025-12-24,12:00,Manila,Malate,High; Real News (Simulated)
465,14.691648,121.09497,Drug Seizure (P142M Shabu),2025-12-24,12:00,Quezon City,Batasan Hills,High; Real News (Simulated)
466,14.672808,121.045845,Theft (Pickpocketing),2025-12-23,12:00,Quezon City,Commonwealth,Medium; Statistical Hotspot
467,14.645318,121.0523,Theft (Pickpocketing),2025-12-22,12:00,Quezon City,Diliman,Medium; Statistical Hotspot
468,14.603833,120.971695,Physical Injury / Brawl,2025-12-22,12:00,Manila,Binondo,High; Statistical Hotspot
469,14.684492,121.089036,Animal Cruelty,2025-12-22,12:00,Quezon City,Batasan Hills,Low; Real News (Simulated)
470,14.700594,121.084676,Drug Seizure (P142M Shabu),2025-12-22,12:00,Quezon City,Fairview,High; Real News (Scraped)
471,14.687034,121.09159,Vehicular Crash,2025-12-20,12:00,Quezon City,Batasan Hills,High; Statistical Hotspot
472,14.722995,121.041546,Vehicular Crash,2025-12-20,12:00,Quezon City,Novaliches,High; Statistical Hotspot
473,14.61719,120.962045,Smuggling (P102M Shabu),2025-12-20,12:00,Manila,Tondo,High; Real News (Simulated)
474,14.607793,120.975684,Physical Injury / Brawl,2025-12-20,12:00,Manila,Binondo,High; Statistical Hotspot
475,14.68044,121.048138,Animal Cruelty,2025-12-20,12:00,Quezon City,Commonwealth,Low; Real News (Simulated)
476,14.617055,120.98564,Snatching,2025-12-20,12:00,Manila,Sta. Cruz,Medium; Statistical Hotspot
477,14.687715,121.090155,Drug Seizure (P142M Shabu),2025-12-19,12:00,Quezon City,Batasan Hills,High; Real News (Simulated)
478,14.571988,120.993614,Snatching,2025-12-19,12:00,Manila,Malate,Medium; Statistical Hotspot
479,14.571472,120.994059,Smuggling (P102M Shabu),2025-12-19,12:00,Manila,Malate,High; Real News (Simulated)
480,14.603099,120.987279,Snatching,2025-12-19,12:00,Manila,Quiapo,Medium; Statistical Hotspot
481,14.600513,120.974687,Smuggling (P102M Shabu),2025-12-18,12:00,Manila,Binondo,High; Real News (Simulated)
482,14.719844,121.04048,Theft (Pickpocketing),2025-12-18,12:00,Quezon City,Novaliches,Medium; Statistical Hotspot
483,14.621561,121.060306,House Robbery,2025-12-18,12:00,Quezon City,Cubao,Medium; Real News (Simulated)
484,14.629521,121.032548,Vehicular Crash,2025-12-18,12:00,Quezon City,Kamuning,High; Statistical Hotspot
485,14.657401,121.031523,Robbery (Jewelry Store),2025-12-18,12:00,Quezon City,Project 6,High; Real News (Simulated)
486,14.705158,121.085347,Animal Cruelty,2025-12-17,12:00,Quezon City,Fairview,Low; Real News (Simulated)
487,14.6499,121.052414,Vehicular Crash,2025-12-17,12:00,Quezon City,Diliman,High; Statistical Hotspot
488,14.674847,121.051438,Vehicular Crash,2025-12-17,12:00,Quezon City,Commonwealth,High; Statistical Hotspot
489,14.610389,120.998346,Physical Injury / Brawl,2025-12-16,12:00,Manila,Sampaloc,High; Statistical Hotspot
490,14.61704,121.055133,Robbery (Jewelry Store),2025-12-15,12:00,Quezon City,Cubao,High; Real News (Scraped)
491,14.719639,121.033554,Animal Cruelty,2025-12-15,12:00,Quezon City,Novaliches,Low; Real News (Simulated)
492,14.617119,121.06033,Drug Seizure (P142M Shabu),2025-12-15,12:00,Quezon City,Cubao,High; Real News (Simulated)
493,14.675225,121.047654,Vehicular Crash,2025-12-15,12:00,Quezon City,Commonwealth,High; Statistical Hotspot
494,14.583336,120.98477,Snatching,2025-12-14,12:00,Manila,Ermita,Medium; Statistical Hotspot
495,14.655622,121.032157,Robbery (Jewelry Store),2025-12-14,12:00,Quezon City,Project 6,High; Real News (Simulated)
496,14.634988,121.034451,House Robbery,2025-12-14,12:00,Quezon City,Kamuning,Medium; Real News (Simulated)
497,14.614317,120.996994,Snatching,2025-12-13,12:00,Manila,Sampaloc,Medium; Statistical Hotspot
498,14.657052,121.033173,House Robbery,2025-12-13,12:00,Quezon City,Project 6,Medium; Real News (Scraped)
499,14.598735,120.987044,Physical Injury / Brawl,2025-12-13,12:00,Manila,Quiapo,High; Statistical Hotspot
500,14.683007,121.09775,Armed Siege / Trespassing,2025-12-12,12:00,Quezon City,Batasan Hills,High; Real News (Simulated)
501,14.703816,121.080575,Vehicular Crash,2025-12-11,12:00,Quezon City,Fairview,High; Statistical Hotspot
502,14.61487,120.978491,Smuggling (P102M Shabu),2025-12-11,12:00,Manila,Sta. Cruz,High; Real News (Simulated)
503,14.704721,121.08246,Drug Seizure (P142M Shabu),2025-12-10,12:00,Quezon City,Fairview,High; Real News (Simulated)
504,14.701075,121.080785,House Robbery,2025-12-09,12:00,Quezon City,Fairview,Medium; Real News (Simulated)
505,14.58852,120.985588,Physical Injury / Brawl,2025-12-09,12:00,Manila,Ermita,High; Statistical Hotspot
506,14.648581,121.054115,House Robbery,2025-12-09,12:00,Quezon City,Diliman,Medium; Real News (Simulated)
507,14.708777,121.087949,Vehicular Crash,2025-12-09,12:00,Quezon City,Fairview,High; Statistical Hotspot
508,14.655758,121.035751,Theft (Pickpocketing),2025-12-08,12:00,Quezon City,Project 6,Medium; Statistical Hotspot
509,14.621902,120.987163,Theft,2025-12-08,12:00,Manila,Sta. Cruz,Medium; Statistical Hotspot
510,14.708842,121.082301,Animal Cruelty,2025-12-08,12:00,Quezon City,Fairview,Low; Real News (Simulated)
511,14.582536,120.977283,Snatching,2025-12-08,12:00,Manila,Ermita,Medium; Statistical Hotspot
512,14.61849,121.053027,Armed Siege / Trespassing,2025-12-08,12:00,Quezon City,Cubao,High; Real News (Simulated)
513,14.615277,120.980368,Physical Injury / Brawl,2025-12-08,12:00,Manila,Sta. Cruz,High; Statistical Hotspot
514,14.686383,121.092715,Vehicular Crash,2025-12-07,12:00,Quezon City,Batasan Hills,High; Statistical Hotspot
515,14.621332,121.050375,Armed Siege / Trespassing,2025-12-06,12:00,Quezon City,Cubao,High; Real News (Simulated)
516,14.581202,120.986097,Physical Injury / Brawl,2025-12-06,12:00,Manila,Ermita,High; Statistical Hotspot
517,14.70884,121.080961,Vehicular Crash,2025-12-06,12:00,Quezon City,Fairview,High; Statistical Hotspot
518,14.604238,120.973772,Robbery / Extortion,2025-12-06,12:00,Manila,Binondo,High; Real News (Simulated)
519,14.652142,121.035966,Robbery (Jewelry Store),2025-12-06,12:00,Quezon City,Project 6,High; Real News (Simulated)
520,14.702656,121.088276,Theft (Pickpocketing),2025-12-05,12:00,Quezon City,Fairview,Medium; Statistical Hotspot
521,14.647505,121.050129,Theft (Pickpocketing),2025-12-05,12:00,Quezon City,Diliman,Medium; Statistical Hotspot
522,14.680408,121.047548,Armed Siege / Trespassing,2025-12-05,12:00,Quezon City,Commonwealth,High; Real News (Scraped)
523,14.687493,121.086852,Theft (Pickpocketing),2025-12-05,12:00,Quezon City,Batasan Hills,Medium; Statistical Hotspot
524,14.604823,120.972123,Physical Injury / Brawl,2025-12-04,12:00,Manila,Binondo,High; Statistical Hotspot
525,14.718916,121.038052,House Robbery,2025-12-04,12:00,Quezon City,Novaliches,Medium; Real News (Simulated)
526,14.579322,120.980057,Robbery / Extortion,2025-12-04,12:00,Manila,Ermita,High; Real News (Simulated)
527,14.602577,120.975186,Snatching,2025-12-03,12:00,Manila,Binondo,Medium; Statistical Hotspot
528,14.628619,120.968092,Robbery / Extortion,2025-12-02,12:00,Manila,Tondo,High; Real News (Simulated)
529,14.636843,121.035097,Armed Siege / Trespassing,2025-12-02,12:00,Quezon City,Kamuning,High; Real News (Scraped)
530,14.692606,121.096141,Vehicular Crash,2025-12-01,12:00,Quezon City,Batasan Hills,High; Statistical Hotspot
531,14.624719,121.048226,Animal Cruelty,2025-11-30,12:00,Quezon City,Cubao,Low; Real News (Simulated)
532,14.614354,120.996128,Robbery / Extortion,2025-11-30,12:00,Manila,Sampaloc,High; Real News (Simulated)
533,14.674521,121.045786,House Robbery,2025-11-29,12:00,Quezon City,Commonwealth,Medium; Real News (Simulated)
534,14.596699,120.983286,Physical Injury / Brawl,2025-11-28,12:00,Manila,Quiapo,High; Statistical Hotspot
535,14.683386,121.049439,Animal Cruelty,2025-11-28,12:00,Quezon City,Commonwealth,Low; Real News (Simulated)
536,14.705428,121.081516,Animal Cruelty,2025-11-27,12:00,Quezon City,Fairview,Low; Real News (Simulated)
537,14.586605,120.985856,Theft,2025-11-26,12:00,Manila,Ermita,Medium; Statistical Hotspot
538,14.673027,121.045395,Robbery (Jewelry Store),2025-11-26,12:00,Quezon City,Commonwealth,High; Real News (Simulated)
539,14.705978,121.084497,House Robbery,2025-11-25,12:00,Quezon City,Fairview,Medium; Real News (Simulated)
540,14.614642,120.994021,Physical Injury / Brawl,2025-11-22,12:00,Manila,Sampaloc,High; Statistical Hotspot
541,14.57644,120.995518,Snatching,2025-11-22,12:00,Manila,Paco,Medium; Statistical Hotspot
542,14.621872,121.05102,Animal Cruelty,2025-11-22,12:00,Quezon City,Cubao,Low; Real News (Simulated)
543,14.675237,121.046276,Vehicular Crash,2025-11-22,12:00,Quezon City,Commonwealth,High; Statistical Hotspot
544,14.612071,120.984442,Snatching,2025-11-21,12:00,Manila,Sta. Cruz,Medium; Statistical Hotspot
545,14.677391,121.050159,Drug Seizure (P142M Shabu),2025-11-21,12:00,Quezon City,Commonwealth,High; Real News (Simulated)
546,14.601769,120.983751,Robbery / Extortion,2025-11-21,12:00,Manila,Quiapo,High; Real News (Simulated)
547,14.680151,121.053377,Theft (Pickpocketing),2025-11-20,12:00,Quezon City,Commonwealth,Medium; Statistical Hotspot
548,14.648862,121.057657,House Robbery,2025-11-20,12:00,Quezon City,Diliman,Medium; Real News (Simulated)
549,14.584314,120.982063,Snatching,2025-11-20,12:00,Manila,Ermita,Medium; Statistical Hotspot
550,14.601561,120.973339,Snatching,2025-11-19,12:00,Manila,Binondo,Medium; Statistical Hotspot
551,14.619014,121.052982,Drug Seizure (P142M Shabu),2025-11-18,12:00,Quezon City,Cubao,High; Real News (Simulated)
552,14.71561,121.04608,Vehicular Crash,2025-11-18,12:00,Quezon City,Novaliches,High; Statistical Hotspot
553,14.645126,121.052319,Animal Cruelty,2025-11-16,12:00,Quezon City,Diliman,Low; Real News (Scraped)
554,14.679181,121.047775,Theft (Pickpocketing),2025-11-16,12:00,Quezon City,Commonwealth,Medium; Statistical Hotspot
